ProductName,Price,Image,OS,Processor,Graphics,Display,Memory ,Storage
New Inspiron 15 Laptop,CAD $1149.99,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/inspiron-notebooks/15-3530-intel/media-gallery/silver-plastic/notebook-inspiron-15-3530-nt-plastic-silver-gallery-2.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,13th Gen Intel CoreTM i7-1355U,Intel Iris Xe Graphics,15.6-in. display Full HD (1920X1080),16 GB DDR4,1 TB SSD
Inspiron 14 Plus Laptop,CAD $1599.99,"data:image/svg+xml;charset=utf-8,%3Csvg xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg' viewBox%3D'0 0 70 70'%2F%3E",Windows 11 Home,Intel CoreTM Ultra 7 155H,Intel ArcTM Graphics,14.0-in. display 2.8K (2880X1800),16GB  2x8GB  LPDDR5X  6400MT/s onboard,1 TB SSD
Inspiron 16 Plus Laptop,CAD $1599.99,"data:image/svg+xml;charset=utf-8,%3Csvg xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg' viewBox%3D'0 0 70 70'%2F%3E",Windows 11 Pro,Intel CoreTM Ultra 7 155H,Intel ArcTM Graphics,16.0-in. display 2.5K (2560X1600),16GB  2x8GB  LPDDR5X  6400MT/s onboard,1 TB SSD
Inspiron 16 Plus Laptop,Dell Price CAD $1199.99,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/inspiron-notebooks/16-7640/media-gallery-ai-key/fpr/laptop-inspiron-16-plus-7640nt-bl-dis-fpr-ai-key-gallery-2.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,13th Gen Intel CoreTM i7-13620H,Intel UHD Graphics,16.0-in. display 2.5K (2560X1600),16 GB: 2 x 8 GB  LPDDR5X  4800 MT/s onboard,1 TB SSD
Inspiron 16 Plus Laptop,Dell Price CAD $1449.99,"data:image/svg+xml;charset=utf-8,%3Csvg xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg' viewBox%3D'0 0 70 70'%2F%3E",Windows 11 Pro,Intel CoreTM Ultra 9 185H,Intel ArcTM Graphics,16.0-in. touch display Full HD+ (1920X1200),16GB  2x8GB  LPDDR5X  6400MT/s onboard,512 GB SSD
New Inspiron 15 Laptop,Dell Price CAD $789.99,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/inspiron-notebooks/15-3530-intel/media-gallery/silver-plastic/notebook-inspiron-15-3530-nt-plastic-silver-gallery-2.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,13th Gen Intel CoreTM i5-1334U,Intel Iris Xe Graphics,15.6-in. display Full HD (1920X1080),16 GB DDR4,1 TB SSD
Inspiron 14 Plus Laptop,Dell Price CAD $1249.99,"data:image/svg+xml;charset=utf-8,%3Csvg xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg' viewBox%3D'0 0 70 70'%2F%3E",Windows 11 Pro,Intel CoreTM Ultra 7 155H,Intel ArcTM Graphics,14.0-in. display 2.8K (2880X1800),16GB  2x8GB  LPDDR5X  6400MT/s onboard,1 TB SSD
Inspiron 16 7640 2-in-1 Laptop,CAD $1699.99,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/inspiron-notebooks/16-7640-2in1/media-gallery/indigo/notebook-inspiron-16-7640-midnight-blue-gallary-4.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Home,Intel CoreTM Ultra 7 155H,Intel ArcTM Graphics,16.0-in. touch display 2.5K (2560X1600),16GB  2x8GB  LPDDR5X  6400MT/s onboard,1 TB SSD
Inspiron 16 7640 2-in-1 Laptop,CAD $1599.99,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/inspiron-notebooks/16-7640-2in1/media-gallery/cloud/notebook-inspiron-16-7640-ice-blue-gallary-4.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,Intel CoreTM Ultra 7 155H,Intel ArcTM Graphics,16.0-in. touch display Full HD+ (1920X1200),16GB  2x8GB  LPDDR5X  6400MT/s onboard,1 TB SSD
Inspiron 16 7640 2-in-1 Laptop,CAD $1329.99,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/inspiron-notebooks/16-7640-2in1/media-gallery/cloud/notebook-inspiron-16-7640-ice-blue-gallary-4.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,Intel CoreTM Ultra 5 125U,Intel Integrated Graphics,16.0-in. display Full HD+ (1920X1200),16GB  2x8GB  LPDDR5X  6400MT/s onboard,512 GB SSD
New Inspiron 14 2-in-1 Laptop,CAD $1349.99,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/inspiron-notebooks/14-2-in-1-7440-intel/media-gallery/notebook-inspiron-14-7440-t-ice-blue-gallery-4.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,Intel CoreTM 7 150U,Intel Integrated Graphics,14.0-in. touch display Full HD+ (1920X1200),16 GB DDR5,512 GB SSD
Inspiron 16 7640 2-in-1 Laptop,Dell Price CAD $1699.99,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/inspiron-notebooks/16-7640-2in1/media-gallery/indigo/notebook-inspiron-16-7640-midnight-blue-gallary-4.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,Intel CoreTM Ultra 7 155H,Intel ArcTM Graphics,16.0-in. touch display 2.5K (2560X1600),16GB  2x8GB  LPDDR5X  6400MT/s onboard,1 TB SSD
Inspiron 16 7640 2-in-1 Laptop,Dell Price CAD $1099.99,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/inspiron-notebooks/16-7640-2in1/media-gallery/cloud/notebook-inspiron-16-7640-ice-blue-gallary-4.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Home,Intel CoreTM Ultra 5 125U,Intel Integrated Graphics,16.0-in. display Full HD+ (1920X1200),16GB  2x8GB  LPDDR5X  6400MT/s onboard,512 GB SSD
New Inspiron 14 2-in-1 Laptop,Dell Price CAD $1029.99,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/inspiron-notebooks/14-2-in-1-7440-intel/media-gallery/notebook-inspiron-14-7440-t-ice-blue-gallery-4.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,Intel CoreTM 7 150U,Intel Integrated Graphics,14.0-in. touch display Full HD+ (1920X1200),16 GB DDR5,1 TB SSD
New Inspiron 14,CAD $1349.99,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/inspiron-notebooks/14-5440/media-gallery/ice-blue/laptop-inspiron-14-5440nt-ice-bl-metal-fpr-gallery-3.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Home,Intel CoreTM 7 150U,Intel Integrated Graphics,14.0-in. display 2.2K (2240X1400),16 GB DDR5,1 TB SSD
New Inspiron 16 Plus,CAD $1299.99,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/inspiron-notebooks/16-7640/media-gallery-ai-key/fpr/laptop-inspiron-16-plus-7640nt-bl-dis-fpr-ai-key-gallery-2.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Home,13th Gen Intel CoreTM i7-13620H,Intel UHD Graphics,16.0-in. display 2.5K (2560X1600),16 GB: 2 x 8 GB  LPDDR5X  4800 MT/s onboard,1 TB SSD
New Inspiron 14,CAD $1099.99,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/inspiron-notebooks/14-5440/media-gallery/ice-blue/laptop-inspiron-14-5440nt-ice-bl-metal-fpr-gallery-3.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Home,Intel CoreTM 5 120U,Intel Integrated Graphics,14.0-in. display Full HD+ (1920X1200),16 GB DDR5,1 TB SSD
Inspiron 16 Plus,CAD $1999.99,"data:image/svg+xml;charset=utf-8,%3Csvg xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg' viewBox%3D'0 0 70 70'%2F%3E",Windows 11 Home,Intel CoreTM Ultra 7 155H,NVIDIA GeForce RTXTM 4060,16.0-in. display 2.5K (2560X1600),16GB DDR5  2x8GB  5600MT/s,1 TB SSD
G16 Gaming Laptop,CAD $2299.99,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/g-series/g16-7630/media-gallery/black/notebook-g16-7630-nt-black-gallery-1.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Home,13th Gen Intel CoreTM i9-13900HX,NVIDIA GeForce RTXTM 4070,16.0-in. display Quad HD+ (2560X1600) 240Hz,16 GB DDR5,1 TB SSD
G16 Gaming Laptop,CAD $2399.99,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/g-series/g16-7630/media-gallery/black/notebook-g16-7630-nt-black-gallery-1.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,13th Gen Intel CoreTM i9-13900HX,NVIDIA GeForce RTXTM 4070,16.0-in. display Quad HD+ (2560X1600) 240Hz,16 GB DDR5,1 TB SSD
G16 Gaming Laptop,CAD $2099.99,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/g-series/g16-7630/media-gallery/black/notebook-g16-7630-nt-black-gallery-1.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,13th Gen Intel CoreTM i9-13900HX,NVIDIA GeForce RTXTM 4060,16.0-in. display Quad HD+ (2560X1600) 240Hz,16 GB DDR5,1 TB SSD
G16 Gaming Laptop,Dell Price CAD $1449.99,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/g-series/g16-7630/media-gallery/black/notebook-g16-7630-nt-black-gallery-1.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Home,13th Gen Intel CoreTM i7-13650HX,NVIDIA GeForce RTXTM 4050,16.0-in. display Quad HD+ (2560X1600) 240Hz,16 GB DDR5,1 TB SSD
G16 Gaming Laptop,CAD $1899.99,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/g-series/g16-7630/media-gallery/black/notebook-g16-7630-nt-black-gallery-1.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,13th Gen Intel CoreTM i7-13650HX,NVIDIA GeForce RTXTM 4050,16.0-in. display Quad HD+ (2560X1600) 240Hz,16 GB DDR5,1 TB SSD
G16 Gaming Laptop,CAD $1999.99,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/g-series/g16-7630/media-gallery/black/notebook-g16-7630-nt-black-gallery-1.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,13th Gen Intel CoreTM i7-13650HX,NVIDIA GeForce RTXTM 4060,16.0-in. display Quad HD+ (2560X1600) 240Hz,16 GB DDR5,1 TB SSD
G16 Gaming Laptop,Dell Price CAD $1699.99,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/g-series/g16-7630/media-gallery/black/notebook-g16-7630-nt-black-gallery-1.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Home,13th Gen Intel CoreTM i7-13650HX,NVIDIA GeForce RTXTM 4060,16.0-in. display Quad HD+ (2560X1600) 240Hz,16 GB DDR5,1 TB SSD
G15 Gaming Laptop,Dell Price CAD $1199.99,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/g-series/g15-5530/media-gallery/black/non-touch/gray-black-1-zone-coral-kb/notebook-g15-5530-nt-coral-black-gallery-1.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Home,13th Gen Intel CoreTM i5-13450HX,NVIDIA GeForce RTXTM 4050,15.6-in. display Full HD (1920X1080) 165Hz,16GB DDR5  2x8GB  4800MT/s; up to 32GB,1 TB SSD
G16 Gaming Laptop,Dell Price CAD $1599.99,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/g-series/g16-7630/media-gallery/black/notebook-g16-7630-nt-black-gallery-1.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Home,13th Gen Intel CoreTM i9-13900HX,NVIDIA GeForce RTXTM 4060,16.0-in. display Quad HD+ (2560X1600) 240Hz,16 GB DDR5,1 TB SSD
G15 Gaming Laptop,Dell Price CAD $1399.99,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/g-series/g15-5530/media-gallery/black/non-touch/gray-black-1-zone-coral-kb/notebook-g15-5530-nt-coral-black-gallery-1.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Home,13th Gen Intel CoreTM i7-13650HX,NVIDIA GeForce RTXTM 4060,15.6-in. display Full HD (1920X1080) 165Hz,16 GB DDR5,1 TB SSD
G15 Gaming Laptop,Dell Price CAD $1449.99,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/g-series/g15-5530/media-gallery/black/non-touch/gray-black-1-zone-coral-kb/notebook-g15-5530-nt-coral-black-gallery-1.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,13th Gen Intel CoreTM i7-13650HX,NVIDIA GeForce RTXTM 4060,15.6-in. display Full HD (1920X1080) 165Hz,16 GB DDR5,1 TB SSD
G15 Gaming Laptop,CAD $1799.99,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/g-series/g15-5530/media-gallery/black/non-touch/gray-black-1-zone-coral-kb/notebook-g15-5530-nt-coral-black-gallery-1.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Home,13th Gen Intel CoreTM i7-13650HX,NVIDIA GeForce RTXTM 4060,15.6-in. display Full HD (1920X1080) 360Hz,16GB DDR5  2x8GB  4800MT/s; up to 32GB,1 TB SSD
G15 Gaming Laptop,CAD $1499.99,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/g-series/g15-5530/media-gallery/black/non-touch/gray-black-1-zone-coral-kb/notebook-g15-5530-nt-coral-black-gallery-1.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,13th Gen Intel CoreTM i5-13450HX,NVIDIA GeForce RTXTM 4050,15.6-in. display Full HD (1920X1080) 165Hz,16GB DDR5  2x8GB  4800MT/s; up to 32GB,1 TB SSD
G15 Gaming Laptop,Dell Price CAD $1299.99,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/g-series/g15-5530/media-gallery/black/non-touch/gray-black-1-zone-coral-kb/notebook-g15-5530-nt-coral-black-gallery-1.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Home,13th Gen Intel CoreTM i7-13650HX,NVIDIA GeForce RTXTM 4050,15.6-in. display Full HD (1920X1080) 165Hz,16 GB DDR5,1 TB SSD
Latitude 5550 Laptop,Dell Price CAD $2558.61,"data:image/svg+xml;charset=utf-8,%3Csvg xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg' viewBox%3D'0 0 70 70'%2F%3E",Windows 11 Pro,Intel CoreTM Ultra 7 165U  vPro,Intel Integrated Graphics,15.6-in. touch display Full HD (1920X1080),16 GB DDR5,512 GB SSD
Latitude 5550 Laptop,Dell Price CAD $1949.00,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/latitude-notebooks/latitude-15-5550-laptop/mg/notebook-latitude-15-5550-rgb-silver-gallery-20.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,Intel CoreTM Ultra 7 155U,Intel Integrated Graphics,15.6-in. touch display Full HD (1920X1080),16 GB DDR5,512 GB SSD
Latitude 5550 Laptop,Dell Price CAD $1819.00,"data:image/svg+xml;charset=utf-8,%3Csvg xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg' viewBox%3D'0 0 70 70'%2F%3E",Windows 11 Pro,Intel CoreTM Ultra 5 135U  vPro,Intel Integrated Graphics,15.6-in. touch display Full HD (1920X1080),16 GB DDR5,512 GB SSD
Latitude 5550 Laptop,Dell Price CAD $1969.00,"data:image/svg+xml;charset=utf-8,%3Csvg xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg' viewBox%3D'0 0 70 70'%2F%3E",Windows 11 Pro,Intel CoreTM Ultra 7 165U  vPro,Intel Integrated Graphics,15.6-in. touch display Full HD (1920X1080),16 GB DDR5,512 GB SSD
Latitude 5550 Laptop,Dell Price CAD $1719.00,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/latitude-notebooks/latitude-15-5550-laptop/mg/notebook-latitude-15-5550-rgb-silver-gallery-20.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,Intel CoreTM Ultra 7 155U,Intel Integrated Graphics,15.6-in. display Full HD (1920X1080),16 GB DDR5,512 GB SSD
Latitude 5550 Laptop,Dell Price CAD $1599.00,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/latitude-notebooks/latitude-15-5550-laptop/mg/notebook-latitude-15-5550-rgb-silver-gallery-20.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,Intel CoreTM Ultra 5 125U,Intel Integrated Graphics,15.6-in. display Full HD (1920X1080),16 GB DDR5,256 GB SSD
Latitude 5550 Laptop,CAD $1922.18,"data:image/svg+xml;charset=utf-8,%3Csvg xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg' viewBox%3D'0 0 70 70'%2F%3E",Windows 11 Pro,Intel CoreTM Ultra 5 135U  vPro,Intel Integrated Graphics,15.6-in. touch display Full HD (1920X1080),16 GB DDR5,256 GB SSD
Latitude 5550 Laptop,Dell Price CAD $1859.00,"data:image/svg+xml;charset=utf-8,%3Csvg xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg' viewBox%3D'0 0 70 70'%2F%3E",Windows 11 Pro,Intel CoreTM Ultra 7 165U  vPro,Intel Integrated Graphics,15.6-in. display Full HD (1920X1080),16 GB DDR5,512 GB SSD
Latitude 5550 Laptop,Dell Price CAD $1629.00,"data:image/svg+xml;charset=utf-8,%3Csvg xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg' viewBox%3D'0 0 70 70'%2F%3E",Windows 11 Pro,Intel CoreTM Ultra 5 135U  vPro,Intel Integrated Graphics,15.6-in. display Full HD (1920X1080),16 GB DDR5,512 GB SSD
Latitude 5550 Laptop,Dell Price CAD $1789.00,"data:image/svg+xml;charset=utf-8,%3Csvg xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg' viewBox%3D'0 0 70 70'%2F%3E",Windows 11 Pro,Intel CoreTM Ultra 7 165U  vPro,Intel Integrated Graphics,15.6-in. display Full HD (1920X1080),16 GB DDR5,256 GB SSD
Latitude 5550 Laptop,Dell Price CAD $1319.00,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/latitude-notebooks/latitude-15-5550-laptop/mg/notebook-latitude-15-5550-rgb-silver-gallery-20.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,Intel CoreTM Ultra 5 125U,Intel Integrated Graphics,15.6-in. display Full HD (1920X1080),16 GB DDR5,256 GB SSD
Latitude 5550 Laptop,Dell Price CAD $1579.00,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/latitude-notebooks/latitude-15-5550-laptop/mg/notebook-latitude-15-5550-rgb-silver-gallery-20.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,Intel CoreTM Ultra 7 155U,Intel Integrated Graphics,15.6-in. display Full HD (1920X1080),16 GB DDR5,256 GB SSD
Latitude 5550 Laptop,Dell Price CAD $1559.00,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/latitude-notebooks/latitude-15-5550-laptop/mg/notebook-latitude-15-5550-rgb-silver-gallery-20.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,Intel CoreTM Ultra 5 125U,Intel Integrated Graphics,15.6-in. touch display Full HD (1920X1080),16 GB DDR5,256 GB SSD
Latitude 5550 Laptop,Dell Price CAD $1519.00,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/latitude-notebooks/latitude-15-5550-laptop/mg/notebook-latitude-15-5550-rgb-silver-gallery-20.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,Intel CoreTM Ultra 5 125U,Intel Integrated Graphics,15.6-in. display Full HD (1920X1080),16 GB DDR5,512 GB SSD
Latitude 5440 Laptop,CAD $1570.88,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/latitude-notebooks/latitude-14-5440-laptop/media-gallery/gray/notebook-latitude-14-5440-nt-gray-gallery-2.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,13th Gen Intel CoreTM i7-1355U,Intel Integrated Graphics,14.0-in. display Full HD (1920X1280),16 GB DDR4,256 GB SSD
Latitude 5450 Laptop,Dell Price CAD $1459.00,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/latitude-notebooks/latitude-14-5450-laptop/mg/notebook-latitude-14-5450t-ir-gallery-20.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,Intel CoreTM Ultra 5 125U,Intel Integrated Graphics,14.0-in. display Full HD (1920X1080),16 GB DDR5,256 GB SSD
Latitude 5550 Laptop,CAD $1619.04,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/latitude-notebooks/latitude-15-5550-laptop/mg/notebook-latitude-15-5550-rgb-silver-gallery-20.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,Intel CoreTM Ultra 5 125U,Intel Integrated Graphics,15.6-in. display Full HD (1920X1080),16 GB DDR5,256 GB SSD
Latitude 5450 Laptop,Dell Price CAD $1889.00,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/latitude-notebooks/latitude-14-5450-laptop/mg/notebook-latitude-14-5450t-ir-gallery-20.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,Intel CoreTM Ultra 7 155U,Intel Integrated Graphics,14.0-in. touch display Full HD (1920X1080),16 GB DDR5,512 GB SSD
Latitude 5450 Laptop,Dell Price CAD $1889.00,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/latitude-notebooks/latitude-14-5450-laptop/mg/notebook-latitude-14-5450t-ir-gallery-20.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,Intel CoreTM Ultra 7 155U,Intel Integrated Graphics,14.0-in. touch display Full HD (1920X1080),16 GB DDR5,512 GB SSD
Latitude 5450 Laptop,Dell Price CAD $1339.00,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/latitude-notebooks/latitude-14-5450-laptop/mg/notebook-latitude-14-5450t-ir-gallery-20.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,Intel CoreTM Ultra 5 125U,Intel Integrated Graphics,14.0-in. display Full HD (1920X1080),16 GB DDR5,256 GB SSD
Latitude 5550 Laptop,CAD $1742.25,"data:image/svg+xml;charset=utf-8,%3Csvg xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg' viewBox%3D'0 0 70 70'%2F%3E",Windows 11 Pro,Intel CoreTM Ultra 5 135U  vPro,Intel Integrated Graphics,15.6-in. display Full HD (1920X1080),16 GB DDR5,256 GB SSD
Latitude 5450 Laptop,Dell Price CAD $1729.00,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/latitude-notebooks/latitude-14-5450-laptop/mg/notebook-latitude-14-5450t-ir-gallery-20.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,Intel CoreTM Ultra 5 125U,Intel Integrated Graphics,14.0-in. touch display Full HD (1920X1080),16 GB DDR5,512 GB SSD
Latitude 5450 Laptop,CAD $1802.14,"data:image/svg+xml;charset=utf-8,%3Csvg xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg' viewBox%3D'0 0 70 70'%2F%3E",Windows 11 Pro,Intel CoreTM Ultra 5 135U  vPro,Intel CoreTM Ultra 5 135U vPro processor with Integrated Intel Graphics,14.0-in. display Full HD (1920X1080),16 GB DDR5,256 GB SSD
